section,question_number,main_question,full_question,sub_question,option_1,option_2,option_3,option_4,correct_option,feedback_1,feedback_2,feedback_3,feedback_4,min_value,max_value,solution,image_url,units,question_type
Moment of Inertia,2,Moment of Inertia 2,What is the moment of inertia about the centre of gravity?,"For multiple masses about an axis of rotation, how would you find the moment of inertia?",sum up the moments of inertia about that axis,sum up the moments of inertia about the central axis,calculate the moment of force about that axis,calculate the moment of force about the central axis,1,Correct: add individual $ I $ values about the same axis.,"The axis must match the one of interest, not central by default.","This describes torque, not inertia.","This describes torque, not inertia.",0.63,0.65,"**1) Which equation would you use to find the moment of inertia?**
$I=\sum m_i r_i^2$
(for point masses where $r_i$ is the distance of each mass from the chosen axis in this case the CoG)---
**2) What is the $I$ value for the $5 \mathrm{kg}$ mass about the centre of gravity (CoG)?**
The $5 \mathrm{kg}$ mass is $0.20 \mathrm{m}$ left of the CoG
$r_5=0.20 \mathrm{m}$
$I_5=5(0.20)^2=0.20 \mathrm{kg m^2}$---
**3) What is the $I$ value for the $8 \mathrm{kg}$ mass about the CoG?**
The $8 \mathrm{kg}$ mass is $0.10 \mathrm{m}$ left of the CoG
$r_8=0.10 \mathrm{m}$
$I_8=8(0.10)^2=0.08 \mathrm{kg m^2}$---
**4) What is the $I$ value for the $9 \mathrm{kg}$ mass about the CoG?**
The $9 \mathrm{kg}$ mass is $0.20 \mathrm{m}$ right of the CoG
$r_9=0.20 \mathrm{m}$
$I_9=9(0.20)^2=0.36 \mathrm{kg m^2}$---
**5) For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{total}}=\sum I_i=\sum m_i r_i^2$---
**6) What is the moment of inertia about the centre of gravity?**
$I_{\mathrm{CoG}}=0.20+0.08+0.36=0.64 \mathrm{kg m^2}$
$\boxed{I_{\mathrm{CoG}}\approx 0.64 \mathrm{kg m^2}}$",Images/MI1_3.png,kg.m^2,Formula Selection
Moment of Inertia,2,Moment of Inertia 2,What is the moment of inertia about the centre of gravity?,What is the moment of inertia about the centre of gravity?,,,,,,,,,,0.63,0.65,"**1) Which equation would you use to find the moment of inertia?**
$I=\sum m_i r_i^2$
(for point masses where $r_i$ is the distance of each mass from the chosen axis in this case the CoG)---
**2) What is the $I$ value for the $5 \mathrm{kg}$ mass about the centre of gravity (CoG)?**
The $5 \mathrm{kg}$ mass is $0.20 \mathrm{m}$ left of the CoG
$r_5=0.20 \mathrm{m}$
$I_5=5(0.20)^2=0.20 \mathrm{kg m^2}$---
**3) What is the $I$ value for the $8 \mathrm{kg}$ mass about the CoG?**
The $8 \mathrm{kg}$ mass is $0.10 \mathrm{m}$ left of the CoG
$r_8=0.10 \mathrm{m}$
$I_8=8(0.10)^2=0.08 \mathrm{kg m^2}$---
**4) What is the $I$ value for the $9 \mathrm{kg}$ mass about the CoG?**
The $9 \mathrm{kg}$ mass is $0.20 \mathrm{m}$ right of the CoG
$r_9=0.20 \mathrm{m}$
$I_9=9(0.20)^2=0.36 \mathrm{kg m^2}$---
**5) For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{total}}=\sum I_i=\sum m_i r_i^2$---
**6) What is the moment of inertia about the centre of gravity?**
$I_{\mathrm{CoG}}=0.20+0.08+0.36=0.64 \mathrm{kg m^2}$
$\boxed{I_{\mathrm{CoG}}\approx 0.64 \mathrm{kg m^2}}$",Images/MI1_3.png,kg.m^2,Final Answer
Moment of Inertia,3,Moment of Inertia 3,What is the moment of inertia about the proximal end?,Which equation would you use to find the moment of inertia?, $ M=I\alpha $ , $ I=Fd $ , $ I=\sum mr^2 $ , $ I=\sum mr $ ,3,"Incorrect.  $ M=I\alpha $ relates torque and angular acceleration, not moment of inertia definition.",Incorrect.  $ I $ is not force distance.,Correct. Sum mass radius-squared terms about the chosen axis.,Incorrect. Missing the square on $ r $ .,2.55,2.65,"**1) Which equation would you use to find the moment of inertia?**
$I=\sum m_i r_i^2$
(point masses where $r_i$ is the distance of each mass from the proximal end (P))---
**2) What is the $I$ value for the $5 \mathrm{kg}$ mass about (P)?**
From the diagram $D\to P=0.70 \mathrm{m}$
Position from (D) $x_5=0.20 \mathrm{m}$
$r_5=0.70-0.20=0.50 \mathrm{m}$
$I_5=5(0.50)^2=1.25 \mathrm{kg m^2}$---
**3) What is the $I$ value for the $8 \mathrm{kg}$ mass about (P)?**
$x_8=0.30 \mathrm{m}$
$r_8=0.70-0.30=0.40 \mathrm{m}$
$I_8=8(0.40)^2=1.28 \mathrm{kg m^2}$---
**4) What is the $I$ value for the $9 \mathrm{kg}$ mass about (P)?**
$x_9=0.60 \mathrm{m}$
$r_9=0.70-0.60=0.10 \mathrm{m}$
$I_9=9(0.10)^2=0.09 \mathrm{kg m^2}$---
**5) For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{total}}=\sum I_i=\sum m_i r_i^2$---
**6) Compute the total moment of inertia about (P).**
$I_P=1.25+1.28+0.09=2.62 \mathrm{kg m^2}$
$\boxed{I_P\approx 2.62 \mathrm{kg m^2}}$",Images/MI1_3.png,kg.m^2,Formula Selection
Moment of Inertia,3,Moment of Inertia 3,What is the moment of inertia about the proximal end?,What is the $ I $ value for the $ 5\text{kg} $ mass about the proximal end (P)?, $ 0.4 \text{kg.m}^2 $ , $ 1.25 \text{kg.m}^2 $ , $ 0.4 \text{kg.m} $ , $ 1.25 \text{kg.m} $ ,2,Incorrect uses wrong $ r $ or arithmetic.,Correct. $ I=mr^2=5(0.50^2)=1.25 \text{kg.m}^2 $ .,Units Incorrect. (missing $ ^2 $ ).,Units Incorrect. (missing $ ^2 $ ).,2.55,2.65,"**1) Which equation would you use to find the moment of inertia?**
$I=\sum m_i r_i^2$
(point masses where $r_i$ is the distance of each mass from the proximal end (P))---
**2) What is the $I$ value for the $5 \mathrm{kg}$ mass about (P)?**
From the diagram $D\to P=0.70 \mathrm{m}$
Position from (D) $x_5=0.20 \mathrm{m}$
$r_5=0.70-0.20=0.50 \mathrm{m}$
$I_5=5(0.50)^2=1.25 \mathrm{kg m^2}$---
**3) What is the $I$ value for the $8 \mathrm{kg}$ mass about (P)?**
$x_8=0.30 \mathrm{m}$
$r_8=0.70-0.30=0.40 \mathrm{m}$
$I_8=8(0.40)^2=1.28 \mathrm{kg m^2}$---
**4) What is the $I$ value for the $9 \mathrm{kg}$ mass about (P)?**
$x_9=0.60 \mathrm{m}$
$r_9=0.70-0.60=0.10 \mathrm{m}$
$I_9=9(0.10)^2=0.09 \mathrm{kg m^2}$---
**5) For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{total}}=\sum I_i=\sum m_i r_i^2$---
**6) Compute the total moment of inertia about (P).**
$I_P=1.25+1.28+0.09=2.62 \mathrm{kg m^2}$
$\boxed{I_P\approx 2.62 \mathrm{kg m^2}}$",Images/MI1_3.png,kg.m^2,Substitute & Calculate
Moment of Inertia,3,Moment of Inertia 3,What is the moment of inertia about the proximal end?,What is the $ I $ value for the $ 8\text{kg} $ mass about the proximal end (P)?, $ 1.28 \text{kg.m} $ , $ 1.28 \text{kg.m}^2 $ , $ 0.8 \text{kg.m} $ , $ 0.8 \text{kg.m}^2 $ ,2,Units Incorrect. (missing $ ^2 $ ).,Correct. $ I=8(0.40^2)=1.28 \text{kg.m}^2 $ .,Incorrect. value and units.,Incorrect. value.,2.55,2.65,"**1) Which equation would you use to find the moment of inertia?**
$I=\sum m_i r_i^2$
(point masses where $r_i$ is the distance of each mass from the proximal end (P))---
**2) What is the $I$ value for the $5 \mathrm{kg}$ mass about (P)?**
From the diagram $D\to P=0.70 \mathrm{m}$
Position from (D) $x_5=0.20 \mathrm{m}$
$r_5=0.70-0.20=0.50 \mathrm{m}$
$I_5=5(0.50)^2=1.25 \mathrm{kg m^2}$---
**3) What is the $I$ value for the $8 \mathrm{kg}$ mass about (P)?**
$x_8=0.30 \mathrm{m}$
$r_8=0.70-0.30=0.40 \mathrm{m}$
$I_8=8(0.40)^2=1.28 \mathrm{kg m^2}$---
**4) What is the $I$ value for the $9 \mathrm{kg}$ mass about (P)?**
$x_9=0.60 \mathrm{m}$
$r_9=0.70-0.60=0.10 \mathrm{m}$
$I_9=9(0.10)^2=0.09 \mathrm{kg m^2}$---
**5) For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{total}}=\sum I_i=\sum m_i r_i^2$---
**6) Compute the total moment of inertia about (P).**
$I_P=1.25+1.28+0.09=2.62 \mathrm{kg m^2}$
$\boxed{I_P\approx 2.62 \mathrm{kg m^2}}$",Images/MI1_3.png,kg.m^2,Substitute & Calculate
Moment of Inertia,3,Moment of Inertia 3,What is the moment of inertia about the proximal end?,What is the $ I $ value for the $ 9\text{kg} $ mass about the proximal end (P)?, $ 0.36 \text{kg.m}^2 $ , $ 0.09 \text{kg.m} $ , $ 0.36 \text{kg.m} $ , $ 0.09 \text{kg.m}^2 $ ,4,"Incorrect  $ r $ is $ 0.10 \text{m} $ , not $ 0.20 \text{m} $ .",Units Incorrect. (missing $ ^2 $ ).,Incorrect. value and units.,Correct. $ I=9(0.10^2)=0.09 \text{kg.m}^2 $ .,2.55,2.65,"**1) Which equation would you use to find the moment of inertia?**
$I=\sum m_i r_i^2$
(point masses where $r_i$ is the distance of each mass from the proximal end (P))---
**2) What is the $I$ value for the $5 \mathrm{kg}$ mass about (P)?**
From the diagram $D\to P=0.70 \mathrm{m}$
Position from (D) $x_5=0.20 \mathrm{m}$
$r_5=0.70-0.20=0.50 \mathrm{m}$
$I_5=5(0.50)^2=1.25 \mathrm{kg m^2}$---
**3) What is the $I$ value for the $8 \mathrm{kg}$ mass about (P)?**
$x_8=0.30 \mathrm{m}$
$r_8=0.70-0.30=0.40 \mathrm{m}$
$I_8=8(0.40)^2=1.28 \mathrm{kg m^2}$---
**4) What is the $I$ value for the $9 \mathrm{kg}$ mass about (P)?**
$x_9=0.60 \mathrm{m}$
$r_9=0.70-0.60=0.10 \mathrm{m}$
$I_9=9(0.10)^2=0.09 \mathrm{kg m^2}$---
**5) For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{total}}=\sum I_i=\sum m_i r_i^2$---
**6) Compute the total moment of inertia about (P).**
$I_P=1.25+1.28+0.09=2.62 \mathrm{kg m^2}$
$\boxed{I_P\approx 2.62 \mathrm{kg m^2}}$",Images/MI1_3.png,kg.m^2,Substitute & Calculate
Moment of Inertia,3,Moment of Inertia 3,What is the moment of inertia about the proximal end?,"For multiple masses about an axis of rotation, how would you find the moment of inertia?",Sum up the moments of inertia about that axis,Sum up the moments of inertia about the central axis,Calculate the moment of force about that axis,Calculate the moment of force about the central axis,1,Correct. Add $ I_i $ about the same axis: $ I=\sum I_i $ .,Incorrect. axis use the chosen axis (P).,Torque is not needed here.,Torque is not needed here.,2.55,2.65,"**1) Which equation would you use to find the moment of inertia?**
$I=\sum m_i r_i^2$
(point masses where $r_i$ is the distance of each mass from the proximal end (P))---
**2) What is the $I$ value for the $5 \mathrm{kg}$ mass about (P)?**
From the diagram $D\to P=0.70 \mathrm{m}$
Position from (D) $x_5=0.20 \mathrm{m}$
$r_5=0.70-0.20=0.50 \mathrm{m}$
$I_5=5(0.50)^2=1.25 \mathrm{kg m^2}$---
**3) What is the $I$ value for the $8 \mathrm{kg}$ mass about (P)?**
$x_8=0.30 \mathrm{m}$
$r_8=0.70-0.30=0.40 \mathrm{m}$
$I_8=8(0.40)^2=1.28 \mathrm{kg m^2}$---
**4) What is the $I$ value for the $9 \mathrm{kg}$ mass about (P)?**
$x_9=0.60 \mathrm{m}$
$r_9=0.70-0.60=0.10 \mathrm{m}$
$I_9=9(0.10)^2=0.09 \mathrm{kg m^2}$---
**5) For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{total}}=\sum I_i=\sum m_i r_i^2$---
**6) Compute the total moment of inertia about (P).**
$I_P=1.25+1.28+0.09=2.62 \mathrm{kg m^2}$
$\boxed{I_P\approx 2.62 \mathrm{kg m^2}}$",Images/MI1_3.png,kg.m^2,Formula Selection
Moment of Inertia,3,Moment of Inertia 3,What is the moment of inertia about the proximal end?,Compute the total moment of inertia about P.,,,,,,,,,,2.55,2.65,"**1) Which equation would you use to find the moment of inertia?**
$I=\sum m_i r_i^2$
(point masses where $r_i$ is the distance of each mass from the proximal end (P))---
**2) What is the $I$ value for the $5 \mathrm{kg}$ mass about (P)?**
From the diagram $D\to P=0.70 \mathrm{m}$
Position from (D) $x_5=0.20 \mathrm{m}$
$r_5=0.70-0.20=0.50 \mathrm{m}$
$I_5=5(0.50)^2=1.25 \mathrm{kg m^2}$---
**3) What is the $I$ value for the $8 \mathrm{kg}$ mass about (P)?**
$x_8=0.30 \mathrm{m}$
$r_8=0.70-0.30=0.40 \mathrm{m}$
$I_8=8(0.40)^2=1.28 \mathrm{kg m^2}$---
**4) What is the $I$ value for the $9 \mathrm{kg}$ mass about (P)?**
$x_9=0.60 \mathrm{m}$
$r_9=0.70-0.60=0.10 \mathrm{m}$
$I_9=9(0.10)^2=0.09 \mathrm{kg m^2}$---
**5) For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{total}}=\sum I_i=\sum m_i r_i^2$---
**6) Compute the total moment of inertia about (P).**
$I_P=1.25+1.28+0.09=2.62 \mathrm{kg m^2}$
$\boxed{I_P\approx 2.62 \mathrm{kg m^2}}$",Images/MI1_3.png,kg.m^2,Final Answer
Moment of Inertia,4,Moment of Inertia 4,What is the moment of inertia about the centre of gravity?,Which equation would you use to find the centre of gravity from the proximal end?," $ \dfrac{m_1 x_1 + m_2 x_2}{m_1 + m_2} $ , where $ x $ is the distance from the proximal end"," $ \dfrac{m_1 x_1 + m_2 x_2}{m_1 + m_2} $ , where $ x $ is the distance from the distal end"," $ \dfrac{m_1 x_1 + m_2 x_2}{m_1 + m_2} $ , where $ x $ is the distance from the CofG"," $ \dfrac{x_1 + x_2}{m_1 + m_2} $ , where $ x $ is the distance from the proximal end",1,Correct: weighted average from the proximal end.,No: this defines distance from the distal end.,"No: $ x $ must be referenced to the same end, not the CofG.",No: masses must weight the distances.,0.029,0.031,"**1) Which equation would you use to find the centre of gravity from the proximal end?**
$x_{\mathrm{cg}}=\dfrac{\sum m_i x_i}{\sum m_i}$---
**2) How far is the CoG from the proximal end?**
$x_{\mathrm{cg}}=\dfrac{(1)(0.10)+(3)(0.30)}{1+3}
=\dfrac{0.10+0.90}{4}
=0.25 \mathrm{m}$---
**3) Which equation would you use to find the moment of inertia?**
$I=\sum m_i r_i^2$
where $r_i=\lvert x_i-x_{\mathrm{cg}}\rvert$---
**4) What is the moment of inertia about the centre of gravity for the $1 \mathrm{kg}$ object?**
$r_1=0.25-0.10=0.15 \mathrm{m}$
$I_1=1(0.15)^2=0.0225 \mathrm{kg m^2}$---
**5) What is the moment of inertia about the centre of gravity for the $3 \mathrm{kg}$ object?**
$r_2=0.30-0.25=0.05 \mathrm{m}$
$I_2=3(0.05)^2=0.0075 \mathrm{kg m^2}$---
**6) For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{total}}=\sum I_i$---
**7) What is the moment of inertia about the centre of gravity?**
$I_{\mathrm{cg}}=0.0225+0.0075=0.030 \mathrm{kg m^2}$
$\boxed{I_{\mathrm{cg}}=3.0\times10^{-2} \mathrm{kg m^2}}$",Images/MI4.png,kg.m^2,Formula Selection
Moment of Inertia,4,Moment of Inertia 4,What is the moment of inertia about the centre of gravity?,How far is the CofG from the proximal end?,0.20 m,0.45 m,0.25 m,0.15 m,3,No: that is the location of the 1 kg mass.,No: beyond the distal mass.,Correct: $ x=\dfrac{1\cdot0.1+3\cdot0.3}{1+3}=0.25 \text{m} $ .,No: this is the distance from the 1 kg mass to the CofG.,0.029,0.031,"**1) Which equation would you use to find the centre of gravity from the proximal end?**
$x_{\mathrm{cg}}=\dfrac{\sum m_i x_i}{\sum m_i}$---
**2) How far is the CoG from the proximal end?**
$x_{\mathrm{cg}}=\dfrac{(1)(0.10)+(3)(0.30)}{1+3}
=\dfrac{0.10+0.90}{4}
=0.25 \mathrm{m}$---
**3) Which equation would you use to find the moment of inertia?**
$I=\sum m_i r_i^2$
where $r_i=\lvert x_i-x_{\mathrm{cg}}\rvert$---
**4) What is the moment of inertia about the centre of gravity for the $1 \mathrm{kg}$ object?**
$r_1=0.25-0.10=0.15 \mathrm{m}$
$I_1=1(0.15)^2=0.0225 \mathrm{kg m^2}$---
**5) What is the moment of inertia about the centre of gravity for the $3 \mathrm{kg}$ object?**
$r_2=0.30-0.25=0.05 \mathrm{m}$
$I_2=3(0.05)^2=0.0075 \mathrm{kg m^2}$---
**6) For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{total}}=\sum I_i$---
**7) What is the moment of inertia about the centre of gravity?**
$I_{\mathrm{cg}}=0.0225+0.0075=0.030 \mathrm{kg m^2}$
$\boxed{I_{\mathrm{cg}}=3.0\times10^{-2} \mathrm{kg m^2}}$",Images/MI4.png,kg.m^2,Substitute & Calculate
Moment of Inertia,4,Moment of Inertia 4,What is the moment of inertia about the centre of gravity?,Which equation would you use to find the moment of inertia?, $ M=I a $ , $ I=F d $ , $ I=\sum m r^2 $ , $ I=\sum m r $ ,3,No: this is the torque equation ( $ M=I\alpha $ ).,"No: $ F d $ is a moment/torque, not inertia.",Correct: point masses about an axis.,No: missing the squared distance.,0.029,0.031,"**1) Which equation would you use to find the centre of gravity from the proximal end?**
$x_{\mathrm{cg}}=\dfrac{\sum m_i x_i}{\sum m_i}$---
**2) How far is the CoG from the proximal end?**
$x_{\mathrm{cg}}=\dfrac{(1)(0.10)+(3)(0.30)}{1+3}
=\dfrac{0.10+0.90}{4}
=0.25 \mathrm{m}$---
**3) Which equation would you use to find the moment of inertia?**
$I=\sum m_i r_i^2$
where $r_i=\lvert x_i-x_{\mathrm{cg}}\rvert$---
**4) What is the moment of inertia about the centre of gravity for the $1 \mathrm{kg}$ object?**
$r_1=0.25-0.10=0.15 \mathrm{m}$
$I_1=1(0.15)^2=0.0225 \mathrm{kg m^2}$---
**5) What is the moment of inertia about the centre of gravity for the $3 \mathrm{kg}$ object?**
$r_2=0.30-0.25=0.05 \mathrm{m}$
$I_2=3(0.05)^2=0.0075 \mathrm{kg m^2}$---
**6) For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{total}}=\sum I_i$---
**7) What is the moment of inertia about the centre of gravity?**
$I_{\mathrm{cg}}=0.0225+0.0075=0.030 \mathrm{kg m^2}$
$\boxed{I_{\mathrm{cg}}=3.0\times10^{-2} \mathrm{kg m^2}}$",Images/MI4.png,kg.m^2,Formula Selection
Moment of Inertia,4,Moment of Inertia 4,What is the moment of inertia about the centre of gravity?,What is the moment of inertia about the centre of gravity for the 1 kg object?, $ 0.025 \text{kg} m $ , $ 0.0225 \text{kg} m^2 $ , $ 0.25 m $ , $ 0.15 \text{kg} m^2 $ ,2,Units/value Incorrect. ,Correct: $ I_1=m_1 r_1^2=1\cdot(0.15)^2=0.0225 \text{kg m}^2 $ .,No: wrong quantity/units.,Too large for $ r=0.15 $ m.,0.029,0.031,"**1) Which equation would you use to find the centre of gravity from the proximal end?**
$x_{\mathrm{cg}}=\dfrac{\sum m_i x_i}{\sum m_i}$---
**2) How far is the CoG from the proximal end?**
$x_{\mathrm{cg}}=\dfrac{(1)(0.10)+(3)(0.30)}{1+3}
=\dfrac{0.10+0.90}{4}
=0.25 \mathrm{m}$---
**3) Which equation would you use to find the moment of inertia?**
$I=\sum m_i r_i^2$
where $r_i=\lvert x_i-x_{\mathrm{cg}}\rvert$---
**4) What is the moment of inertia about the centre of gravity for the $1 \mathrm{kg}$ object?**
$r_1=0.25-0.10=0.15 \mathrm{m}$
$I_1=1(0.15)^2=0.0225 \mathrm{kg m^2}$---
**5) What is the moment of inertia about the centre of gravity for the $3 \mathrm{kg}$ object?**
$r_2=0.30-0.25=0.05 \mathrm{m}$
$I_2=3(0.05)^2=0.0075 \mathrm{kg m^2}$---
**6) For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{total}}=\sum I_i$---
**7) What is the moment of inertia about the centre of gravity?**
$I_{\mathrm{cg}}=0.0225+0.0075=0.030 \mathrm{kg m^2}$
$\boxed{I_{\mathrm{cg}}=3.0\times10^{-2} \mathrm{kg m^2}}$",Images/MI4.png,kg.m^2,Substitute & Calculate
Moment of Inertia,4,Moment of Inertia 4,What is the moment of inertia about the centre of gravity?,What is the moment of inertia about the centre of gravity for the 3 kg object?, $ 0.0075 \text{kg} m^2 $ , $ 0.45 \text{kg} m^2 $ , $ 0.25 \text{kg} m $ , $ 0.15 \text{kg} m^2 $ ,1,Correct: $ I_2=m_2 r_2^2=3\cdot(0.05)^2=0.0075 \text{kg m}^2 $ .,No: not based on $ r=0.05 $ m.,No: wrong units.,Too large.,0.029,0.031,"**1) Which equation would you use to find the centre of gravity from the proximal end?**
$x_{\mathrm{cg}}=\dfrac{\sum m_i x_i}{\sum m_i}$---
**2) How far is the CoG from the proximal end?**
$x_{\mathrm{cg}}=\dfrac{(1)(0.10)+(3)(0.30)}{1+3}
=\dfrac{0.10+0.90}{4}
=0.25 \mathrm{m}$---
**3) Which equation would you use to find the moment of inertia?**
$I=\sum m_i r_i^2$
where $r_i=\lvert x_i-x_{\mathrm{cg}}\rvert$---
**4) What is the moment of inertia about the centre of gravity for the $1 \mathrm{kg}$ object?**
$r_1=0.25-0.10=0.15 \mathrm{m}$
$I_1=1(0.15)^2=0.0225 \mathrm{kg m^2}$---
**5) What is the moment of inertia about the centre of gravity for the $3 \mathrm{kg}$ object?**
$r_2=0.30-0.25=0.05 \mathrm{m}$
$I_2=3(0.05)^2=0.0075 \mathrm{kg m^2}$---
**6) For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{total}}=\sum I_i$---
**7) What is the moment of inertia about the centre of gravity?**
$I_{\mathrm{cg}}=0.0225+0.0075=0.030 \mathrm{kg m^2}$
$\boxed{I_{\mathrm{cg}}=3.0\times10^{-2} \mathrm{kg m^2}}$",Images/MI4.png,kg.m^2,Substitute & Calculate
Moment of Inertia,4,Moment of Inertia 4,What is the moment of inertia about the centre of gravity?,"For multiple masses about an axis of rotation, how would you find the moment of inertia?",sum up the moments of inertia about that axis,sum up the moments of inertia about the central axis,calculate the moment of force about that axis,calculate the moment of force about the central axis,1,Correct: add each $ m r^2 $ .,Not necessarily use the chosen axis (parallel-axis if needed).,"This is torque, not inertia.","This is torque, not inertia.",0.029,0.031,"**1) Which equation would you use to find the centre of gravity from the proximal end?**
$x_{\mathrm{cg}}=\dfrac{\sum m_i x_i}{\sum m_i}$---
**2) How far is the CoG from the proximal end?**
$x_{\mathrm{cg}}=\dfrac{(1)(0.10)+(3)(0.30)}{1+3}
=\dfrac{0.10+0.90}{4}
=0.25 \mathrm{m}$---
**3) Which equation would you use to find the moment of inertia?**
$I=\sum m_i r_i^2$
where $r_i=\lvert x_i-x_{\mathrm{cg}}\rvert$---
**4) What is the moment of inertia about the centre of gravity for the $1 \mathrm{kg}$ object?**
$r_1=0.25-0.10=0.15 \mathrm{m}$
$I_1=1(0.15)^2=0.0225 \mathrm{kg m^2}$---
**5) What is the moment of inertia about the centre of gravity for the $3 \mathrm{kg}$ object?**
$r_2=0.30-0.25=0.05 \mathrm{m}$
$I_2=3(0.05)^2=0.0075 \mathrm{kg m^2}$---
**6) For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{total}}=\sum I_i$---
**7) What is the moment of inertia about the centre of gravity?**
$I_{\mathrm{cg}}=0.0225+0.0075=0.030 \mathrm{kg m^2}$
$\boxed{I_{\mathrm{cg}}=3.0\times10^{-2} \mathrm{kg m^2}}$",Images/MI4.png,kg.m^2,Formula Selection
Moment of Inertia,4,Moment of Inertia 4,What is the moment of inertia about the centre of gravity?,What is the moment of inertia about the centre of gravity?,,,,,,,,,,0.029,0.031,"**1) Which equation would you use to find the centre of gravity from the proximal end?**
$x_{\mathrm{cg}}=\dfrac{\sum m_i x_i}{\sum m_i}$---
**2) How far is the CoG from the proximal end?**
$x_{\mathrm{cg}}=\dfrac{(1)(0.10)+(3)(0.30)}{1+3}
=\dfrac{0.10+0.90}{4}
=0.25 \mathrm{m}$---
**3) Which equation would you use to find the moment of inertia?**
$I=\sum m_i r_i^2$
where $r_i=\lvert x_i-x_{\mathrm{cg}}\rvert$---
**4) What is the moment of inertia about the centre of gravity for the $1 \mathrm{kg}$ object?**
$r_1=0.25-0.10=0.15 \mathrm{m}$
$I_1=1(0.15)^2=0.0225 \mathrm{kg m^2}$---
**5) What is the moment of inertia about the centre of gravity for the $3 \mathrm{kg}$ object?**
$r_2=0.30-0.25=0.05 \mathrm{m}$
$I_2=3(0.05)^2=0.0075 \mathrm{kg m^2}$---
**6) For multiple masses about an axis of rotation how would you find the moment of inertia?**
$I_{\mathrm{total}}=\sum I_i$---
**7) What is the moment of inertia about the centre of gravity?**
$I_{\mathrm{cg}}=0.0225+0.0075=0.030 \mathrm{kg m^2}$
$\boxed{I_{\mathrm{cg}}=3.0\times10^{-2} \mathrm{kg m^2}}$",Images/MI4.png,kg.m^2,Final Answer
Moment of Inertia,5,Moment of Inertia 5,"Calculate the moment of inertia about the feet in B given that the shoulders are at a height of 1.5 m above the rope. Each shoulder is 0.15 m from the midline of the body, the CoG of each arm is 0.2 m from the shoulder and each arm has a mass of 3.5 kg.",Which equation would you use to find the moment of inertia?, $ M=I\alpha $ , $ I=Fd $ , $ I=\sum mr^2 $ , $ I=\sum mr $ ,3, $ M=I\alpha $ relates torque to angular acceleration it is not the definition of $ I $ .," $ I=Fd $ is the moment (torque) formula, not inertia.",Correct: $ I=\sum mr^2 $ defines mass moment of inertia about the chosen axis.,Missing the square on $ r $  dimensionally Incorrect. for inertia.,11.9,12.1,"**Which equation would you use to find the moment of inertia?**
$I=\sum m r^2$---
**Geometry (distances from axis $B$):**
$\Delta y=1.5-0.2=1.3 \mathrm{m}$
$\Delta x_L=0$
$\Delta x_R=0.15+0.15=0.30 \mathrm{m}$
$r=\pm\sqrt{(\Delta x)^2+(\Delta y)^2}$
$r_L=\sqrt{0^2+1.3^2}=1.30 \mathrm{m}$
$r_R=\sqrt{0.30^2+1.3^2}=\sqrt{1.78}=1.33 \mathrm{m}$---
**Right arm about $B$:**
$I_R=3.5\,r_R^2=3.5(1.78)=6.23 \mathrm{kg m^2}$---
**Left arm about $B$:**
$I_L=3.5\,r_L^2=3.5(1.69)=5.92 \mathrm{kg m^2}$---
**Combine masses:**
$I_{\mathrm{total}}=\sum I_i$---
**Moment of inertia about $B$:**
$I_B=I_L+I_R=5.92+6.23=12.15 \mathrm{kg m^2}$
$\boxed{I_B\approx 1.21\times10^{1} \mathrm{kg m^2}}$",Images/MI5.png,kg.m^2,Formula Selection
